Story Heading,Story Excerpt,Timestamp,Section
Pakistan,"Hammad, Bilawal in war of words over sacking of 4,500 PSM employees","PPP chairman says ""sack Imran not workers,""; industries minister blames PPP govt for destroying Pakistan Steel Mills.","28 Nov, 2020 06:40pm"
Newspaper,Expand renewable electricity supply: WB,The World Bank has promised to support such an initiative through its own funding.,"11 Nov, 2020 09:45am"
Pakistan,PTI leader claims her innocent driver was one of 5 'robbers' killed by police in Karachi's DHA,"Police say they opened fire on suspects in ""self-defence""; additional police surgeon decides to re-examine bodies.","27 Nov, 2020 09:38pm"
World,'What a spectacle!': Iran's supreme leader mocks US democracy,Ayatollah Ali Khamenei has insisted the outcome of the US election would have no impact on Iranian policy.,"05 Nov, 2020 05:46pm"
Pakistan,"Apex Committee recommends ban on political, religious gatherings",The committee has also recommended restricting the number of invitees to weddings at open places.,"13 Nov, 2020 09:53am"
Pakistan,Karachi court grants pre-arrest bail to cleric accused of solemnising marriage of underage girl Arzoo,"Qazi Abdul Rasool says he has been falsely implicated, denies wrongdoing.","13 Nov, 2020 12:41am"
Newspaper,Independent-minded foreign correspondent Fisk dies at 74,"His reporting earned him awards, but also invited controversy.","03 Nov, 2020 09:20am"
World,"Pakistan will do everything possible to reduce violence in Afghanistan, says PM Imran on maiden Kabul visit","Afghanistan, Pakistan agree on ""shared vision"" for peace and stability in both countries and the region.","19 Nov, 2020 09:21pm"
Newspaper,"Independence is in clear sight, says Scotland’s first minister",She has argued for a second referendum on Scottish independence since the party’s overwhelming victory in 2019 elections.,"29 Nov, 2020 09:22am"
Pakistan,Maryam asks GB people to elect PML-N for development,"“You should realise that you are not voting for PML-N but for your development, success, welfare and empowerment,” she says.","12 Nov, 2020 08:44am"
Newspaper,Khyber Pakhtunkhwa tighten noose as champions head for third defeat,Balochistan add 161 runs to their opening day’s tally of 257-5.,"22 Nov, 2020 11:48am"
Newspaper,Tough year for telcos,Financials of the telecoms show their revenues and pre-tax profitability declined in the first nine months of 2020.,"23 Nov, 2020 09:59am"
Pakistan,Controversial PTI leader’s posting in women authority withdrawn,He was booked in a case for slapping a Pakistan Post woman officer at the GPO.,"18 Nov, 2020 10:15am"
Pakistan,PMA accuses SHCC officials of harassing health facilities’ staff in raids,"The association regrets the commission considers it a rival, not a supporter.","07 Nov, 2020 11:23am"
Newspaper,FIFA ban African football head for five years after ethics investigation,"An independent committee has found Ahmad Ahmad  guilty of offering and accepting gifts, and misappropriation of funds.","24 Nov, 2020 10:25am"
Newspaper,NON-FICTION: RECONFIGURING PAKISTAN,A former IG Police analyses the reasons for ill-governance in the country and how to put the state back on the road to...,"29 Nov, 2020 03:44pm"
Newspaper,ZC chairman lauds Pakistan for restoring international cricket,"“World must understand Pakistan has done everything possible to make sure international cricket comes back,” he says.","02 Nov, 2020 11:02am"
Newspaper,Israel sends first delegation to Sudan since normalisation,Tel Aviv gives $5m worth of wheat to ‘new friend’.,"24 Nov, 2020 09:40am"
Newspaper,What is driving cement sales,"""Present surge in consumption is driving domestic industry and will lead to industrialisation without burdening external sector.""","16 Nov, 2020 12:05pm"
Newspaper,England to host India in five Tests next year,Pakistan and Sri Lanka to play white-ball series in England.,"19 Nov, 2020 10:23am"
Newspaper,Record cement offtake in October as construction activity picks up,The local cement uptake in October increased by 16 per cent to 4.86m tonnes from 4.19m tonnes in October 2019.,"05 Nov, 2020 10:08am"
Pakistan,Minister rules out closure of educational institutions,"According to data from the Ministry of National Health Services, the situation is under control, says Shafqat Mahmood.","04 Nov, 2020 10:31am"
Pakistan,"Faisalabad, Lahore surpass Delhi as most polluted cities","Experts say cause of smog remains years-long pollution caused mostly by transport sector and industries, not just crop burning.","14 Nov, 2020 02:31pm"
Newspaper,Walker gives Man City win at Sheffield United,He marked his 100th league appearance for City with a goal in the first half.,"01 Nov, 2020 11:11am"
Pakistan,Pakistan engaged in talks to settle Reko Diq dispute: official,Report claims an Australian copper mining joint venture has been allowed to collect 50pc of the $5.97bn award against Pakistan.,"12 Nov, 2020 08:25am"
World,"Israel drops Saudi Arabia from virus quarantine list, day after Netanyahu's reported visit",The health ministry has dismissed any link to the PM's reported visit to the futuristic Red Sea city of Neom on Sunday.,"24 Nov, 2020 04:08pm"
Pakistan,FBR audit notice to Tareen’s mills suspended,JDW Sugar Mills had filed a petition and argued that the FBR could not hold an audit of accounts beyond five years.,"24 Nov, 2020 10:05am"
Pakistan,Punjab CM launches Insaf Medicine Card,Buzdar says patients will be able to take free medicines from the centre concerned after the diagnosis has been completed.,"23 Nov, 2020 10:13am"
World,Trump says he'll leave if Electoral College seats Biden,"The US president claims that, despite the results, this may not be his last Thanksgiving at the White House.","27 Nov, 2020 01:31pm"
Newspaper,India summons  Pakistan Charge d’Affaires,Envoy summoned to register protest over alleged heavy shelling by Pakistani forces on multiple sectors along LoC.,"15 Nov, 2020 10:04am"
World,Saudi Arabia and Israel: quiet prelude to reported landmark meeting,Reports that Netanyahu held secret talks in Saudi Arabia come after years of low-key diplomacy between the two Mideast powers.,"23 Nov, 2020 08:17pm"
Newspaper,Ethiopia accuses WHO chief of backing Tigrayans,Ethio­pia’s army chief has accused Tedros of lobbying for and seeking to arm leaders in the conflict-torn province.,"20 Nov, 2020 10:07am"
Newspaper,Story Time: A creepy night,"It was just another chilly night, when icy daggers of snow rip through your skin and frost envelopes every visible...","14 Nov, 2020 07:14am"
Newspaper,"UK becomes fifth country to exceed 50,000 coronavirus deaths","England is currently in the midst of its second lockdown, which is due to expire on Dec 2.","12 Nov, 2020 09:35am"
World,Editorial: There is nothing wrong with pursuing ties with Israel as long as the Palestine issue is resolved,It is clear that fervent moves are being made in the shadows to bring the Arabs and Israel closer to each other.,"26 Nov, 2020 11:54am"
Pakistan,Four granted bail in Reko Diq case,"NAB authorities say, contrary to national interests, the mining concession rules were amended to provide benefits to the TCC.","07 Nov, 2020 09:11am"
Pakistan,"Maryam says open to dialogue with security establishment, but not behind closed doors",PML-N vice president says such talks can only be held in front of the public and after the PTI  government has been sent packing.,"12 Nov, 2020 07:54pm"
World,Roadside bombs attack in Afghanistan's Bamiyan province kills 14,No one has claimed responsibility for the attacks; Afghan Taliban distance themselves.,"24 Nov, 2020 09:06pm"
Pakistan,"Covid-19 SOPs to be enforced strictly in Balochistan, says Shahwani",The govt will impose a fine of Rs300 on people without face masks in public places.,"10 Nov, 2020 09:26am"
Newspaper,Tokyo governor pledges to hold Olympics despite virus spike,"Japan has experienced an uptick of infections this month with a nationwide daily total exceeding 2,000.","25 Nov, 2020 10:21am"
Pakistan,Govt may go for cancellation of Maryam’s bail: Firdous,CM special assistant in her maiden presser lashes out at opposition.,"05 Nov, 2020 10:50am"
Pakistan,The govt's new social media rules are just another attempt to control narratives and silence citizens,The new Rules undermine the citizens’ right to privacy and enhance the state’s surveillance powers.,"22 Nov, 2020 08:10am"
Pakistan,Plea to conduct MDCAT as per UHS syllabus rejected,"Judge notes that as per the “syllabus clarification” issued by PMC, students will be given an objection form on the date of test.","08 Nov, 2020 11:04am"
Newspaper,Cook-it-yourself: Puff pastry pizza,"It’s always time for a pizza party, and you can always make pizza whether you have all the ingredients or not,...","07 Nov, 2020 07:13am"
Newspaper,Pakistan’s stagnant tax base,A broader tax base would lead to increased fiscal capacity for spending on human development needs.,"22 Nov, 2020 09:48am"
World,"Beyoncé is now the second-most nominated Grammy artist in history, tied with Sir Paul McCartney","The Weeknd angrily slams Grammy Awards, calling them “corrupt” after walking away with zero nominations despite multiple hits.","25 Nov, 2020 12:57pm"
Pakistan,Five-day nationwide polio vaccination drive begins today,"285,000 SOPs-observing health workers will take part in the campaign.","30 Nov, 2020 09:44am"
Newspaper,Pakistan voices concern over proliferation of Islamophobia in Europe,FM Qureshi raises the issue at the fifth round of the Pakistan-European Union Strategic Dialogue.,"04 Nov, 2020 08:45am"
Newspaper,Art Corner,"Published in Dawn, Young World, November 14th, 2020","14 Nov, 2020 07:14am"
Pakistan,Capital to have drive-in cinema,The outdoor cinema is expected to be opened next month.,"26 Nov, 2020 10:36am"
Pakistan,"PDM leaders vow to hold Multan rally despite arrests, strict security arrangements","Police arrest several PDM and PPP workers, including Ali Qasim Gilani; FIR registered against 80 people for damaging stadium.","29 Nov, 2020 09:37pm"
Pakistan,Govt taking tangible steps to enhance literacy rate: CM,Mahmood Khan inaugurates cadet college in Mohmand.,"03 Nov, 2020 12:02pm"
Newspaper,Database under works to empower women entrepreneurs,Ministry of Commerce says it will help in creating such a database to increase the participation of women entrepreneurs.,"28 Nov, 2020 09:35am"
Pakistan,"Covid-19 hospitalisations in Pakistan doubled in last two weeks, NCOC told",AJK has the highest while Punjab has the lowest positivity rate in the country.,"23 Nov, 2020 01:29pm"
World,Nations long targeted by US chide Trump’s claims of fraud,The 2020 US election is testing the strength of the values the country promotes around the world.,"09 Nov, 2020 12:13am"
Newspaper,ADB to give $10bn for development in five years,Economic affairs minister assures ADB vice president the govt will continue structural reforms in multiple areas of economy.,"05 Nov, 2020 10:04am"
Newspaper,Provincial govts urged to ensure availability of essentials,"According to the latest data, there has been a decline in the prices of essential items including wheat flour, sugar and onions.","24 Nov, 2020 09:24am"
Pakistan,Solar power to the rescue?,The middle-class families are quietly embracing renewable solar energy from the rooftops of their homes in Lahore.,"08 Nov, 2020 09:04am"
Pakistan,Murder FIR registered after girl’s ‘accidental’ death,Police have arrested the victim's brother for his alleged involvement in the incident.,"20 Nov, 2020 11:12am"
Pakistan,'Naked rigging': Bilawal vows to use all options to contest PPP losses in GB elections,"PPP leader says ministers, SAPMs committed ""contempt of court"" by campaigning for PTI candidates until the election day.","17 Nov, 2020 02:00am"
Pakistan,"Lahore, Abbottabad see peak pollution as coronavirus surges","According to IQair, Lahore's air quality has degraded to 'Unhealthy', putting an additional burden on the fragile health system.","11 Nov, 2020 05:59pm"
Pakistan,"PHC seeks record of Malam Jabba, afforestation cases",The court has asked the anti-graft watchdog to submit the records to help it ascertain progress in the inquiries.,"21 Nov, 2020 10:50am"
Pakistan,Policeman sentenced to death for killing citizen in staged encounter,"An anti-terrorism court also exonerated three co-accused — constables Abdul Waheed, Mohammad Shaukat and Akbar Khan.","25 Nov, 2020 10:09am"
Newspaper,UAE stays senators’ favourite spot for investment,"Taj Afridi owns assets worth Rs1.22bn, followed by Azam Swati with a net worth of Rs1.21bn.","10 Nov, 2020 09:05am"
Pakistan,KP CM okays IT board’s plan to digitise public services,"One-year plan includes issuance of domicile, birth certificate, driving licence, car registration.","26 Nov, 2020 10:28am"
Pakistan,"021 Disrupt to host 5,000+ innovators and entrepreneurs for its fourth edition in Pakistan",The conference will take place virtually this year.,"26 Nov, 2020 11:52am"
Pakistan,Four activists of banned Sindh Revolution Army held,The suspects are allegedly involved in recent attacks on Rangers’ mobiles and checkpoints in Karachi and Ghotki.,"20 Nov, 2020 11:04am"
Pakistan,Five Islamabad subsectors to go into lockdown today,Ministry of National Health Services official says the public is not taking the virus seriously.,"09 Nov, 2020 09:51am"
Pakistan,"India in no position to pontificate on terrorism, minority rights: FO","""Desperate attempts will not succeed in diverting attention from India’s domestic and foreign policy failures,"" FO spokesman says.","13 Nov, 2020 12:16pm"
World,"With focus on health care, Democrats push to retain control of US House for another 2 years",Analysts agree that the GOP is mostly playing defence and will be fortunate to limit Democratic gains to a modest single digits.,"03 Nov, 2020 11:27pm"
World,"White House in reach for Biden as he takes leads in Pennsylvania, Georgia",Thousands of ballots are still left to be counted.,"07 Nov, 2020 02:15pm"
Pakistan,Man arrested for sexual harassment in Islamabad,Action was taken after a video of the incident went viral on the internet.,"09 Nov, 2020 09:51am"
Pakistan,Non-payment of pay for three months: Workers’ protest keeps metro bus service suspended for hours,Senior PMTA official says the government will soon release subsidy.,"29 Nov, 2020 10:52am"
Newspaper,Govt to issue $1.5bn bonds in two months,Finance ministry spokesperson says bids for appointment of a lead manager have been received from 10 international banks.,"12 Nov, 2020 09:22am"
Pakistan,NAB chief says action being taken against ‘untouchables’,Plans to visit Gwadar to determine factual position of illegal housing societies.,"05 Nov, 2020 09:34am"
World,'One heck of a ride': SpaceX launches astronauts into space,This is Nasa's first full-fledged mission sending a crew into orbit aboard a privately owned spacecraft.,"16 Nov, 2020 01:32pm"
Newspaper,US sanctioned Hong Kong leader has no bank account,"She was targeted, along with 14 other senior officials, in the toughest US action on Hong Kong since Beijing imposed the new law.","29 Nov, 2020 10:14am"
Pakistan,"No restrictions on Nawaz, sons to arrive in Pakistan for Begum Shamim's funeral: Shibli",Information minister warns opposition against trying to politicise the matter.,"24 Nov, 2020 12:53pm"
Pakistan,Editorial: Political leaders are putting the people's lives at risk through their careless approach to the virus,"Those responsible for improving the lives of Pakistani citizens are, instead, putting them at risk.","24 Nov, 2020 10:42am"
Pakistan,CM says anti-graft body recovered Rs206bn during his tenure,"""The anti-corruption dept has recovered state land worth Rs181 billion during the last 27 months,"" he says.","20 Nov, 2020 10:45am"
Newspaper,Turkey accuses Germany of ‘unauthorised’ search on ship,Footage filmed by the vessel’s crew showed a quarrel between crew members and armed German soldiers.,"24 Nov, 2020 09:46am"
World,"Kanye West notches some 60,000 votes, hints at 2024 White House bid",The mercurial rapper had decided to run for the nation's highest office as an independent candidate under the Birthday Party.,"04 Nov, 2020 11:44pm"
World,Empires today do not need geographical territory,The history of empires is written in human blood.,"05 Nov, 2020 08:10am"
Pakistan,"Obesity cases in Pakistan tripled in recent years, say experts",Doctor warns childhood obesity must not be taken lightly as it “may be a predisposing factor” for many diseases.,"09 Nov, 2020 10:14am"
Newspaper,Scottish writer Douglas Stuart wins Booker Prize,"The novel’s sweep, vivid characters and unflinching look at poverty have been compared to the work of Charles Dickens.","20 Nov, 2020 10:16am"
World,"Trump and Biden scour battleground states for votes as long, bitter race for White House nears end","Trump again questions the integrity of the US election, suggesting his lawyers might get involved.","02 Nov, 2020 03:16pm"
Pakistan,PPP files plea against GB court’s order on Bilawal,Senator Mustafa Nawaz Khokhar alleges election commission is acting partially.,"08 Nov, 2020 08:54am"
Newspaper,"Wahab, Sohail upbeat ahead of PSL playoff clash","Sohail Akhtar has called Peshawar Zalmi dangerous opponents, adding that Lahore Qalandars will be ready for them.","13 Nov, 2020 10:47am"
Pakistan,Cabinet approves anti-rape laws providing for harsh punishments,"Proposed ordinances change definition of rape, allow chemical castration, hanging of convicts.","25 Nov, 2020 02:53pm"
Newspaper,"NA body directs Railways, FBR to resolve Chaman port issue",The committee has asked all stakeholders to mutually agree on the implementation of the project within two weeks.,"25 Nov, 2020 09:35am"
Newspaper,"21,000 audit paras pending decision before Public Accounts Committee",Auditors say relevant ministries aren’t taking the matter seriously.,"20 Nov, 2020 09:22am"
Pakistan,"ML-1 rail project to create economic activity, jobs: Imran",PM says Karachi-Lahore travel time will be reduced to seven hours.,"07 Nov, 2020 09:39am"
Pakistan,"Mandviwala’s 3.1m shares frozen, NAB tells court","Senator Mandviwalla ""outright rejects this mode of media trial and intimidation campaign by the NAB authorities"".","25 Nov, 2020 08:39am"
Pakistan,Clipped wings: How Pakistan's aviation was grounded,"Incompetence, personal ambition and lust for attention has almost sunk the aviation industry.","01 Nov, 2020 06:44am"
Pakistan,KP CM orders elaborate measures to cope with second Covid wave,Meeting discusses option of early winter vacations in educational institutions.,"05 Nov, 2020 11:26am"
World,Soumitra Chatterjee carried and displayed the essence of Bengal’s cultural and political renaissance,"Chatterjee has left behind a rich tapestry of memories from the world of movies, theatre and television.","24 Nov, 2020 08:24am"
Pakistan,"Mashal Khan lynching: PHC commutes death sentence of main convict, maintains jail terms for others",Mashal's father says he will challenge the PHC verdict in the Supreme Court after consulting his lawyers.,"19 Nov, 2020 06:57pm"
Pakistan,"Strike observed in Quetta, Pishin over trader’s killing","Allahdad Tareen, secretary general of the traders’ organisation, was gunned down in his village Loai-Alizai of Pishin district.","11 Nov, 2020 09:10am"
World,Comedian Trevor Noah tapped to host 2021 Grammy Awards,"""I am thrilled to be hosting this auspicious event,"" says the 36-year-old Emmy winner and host of The Daily Show.","24 Nov, 2020 10:21pm"
Newspaper,Competition Commission of Pakistan seizes record of cement makers,The move is part of an ongoing inquiry into cartelisation by manufacturers.,"20 Nov, 2020 09:40am"
Newspaper,"Imports bringing down wheat, sugar prices, claims govt",Foof minister says a total of 1.8 million tonnes of wheat will be imported into the country by January next year.,"07 Nov, 2020 09:52am"
Newspaper,"Influential Chakwal politician leaves PTI, embraces PDM","""From today, the opposition's slogan is my slogan,"" says Sardar Ghulam Abbas.","06 Nov, 2020 10:55am"
Pakistan,Covid positivity rate reaches 13.4pc in Peshawar,Experts call for complete lockdown in virus hotspots to prevent ‘disaster’.,"22 Nov, 2020 11:38am"
Newspaper,Will rupee’s strength be good for PSX?,People have now started to embrace the reality of the appreciation and the big question now is about its sustainability.,"16 Nov, 2020 09:35am"
Prism,"Here's how we created diamonds in minutes, without heat — by mimicking the force of an asteroid collision",The next challenge for us is to lower the pressure required to form the diamonds.,"30 Nov, 2020 03:29pm"
World,"50-something Mike Tyson, Roy Jones Jr hungry to fight again",Tonight's match will be Tyson's first fight in more than 15 years while Jones thought he had retired two years ago.,"28 Nov, 2020 02:09pm"
Pakistan,"India has no historical or legal locus standi on GB, FO responds to Indian defence minister","""Repetition of false claims by RSS-BJP leaders cannot draw attention away from human rights violations in occupied Kashmir.""","03 Nov, 2020 07:37pm"
Pakistan,"1,200 teachers to be appointed in Balochistan",Rind says govt paying full attention to education sector.,"23 Nov, 2020 09:35am"
Pakistan,Opposition has important role to play for progress: Alyani,Says the opposition's role in a parliamentary democracy is very significant.,"13 Nov, 2020 08:54am"
Pakistan,"Shehbaz, Hamza, eight others indicted in assets case","Shehbaz denies charges as false and fabricated, says is being victimised on political grounds.","12 Nov, 2020 09:54am"
Newspaper,"Wilson double rocks Everton, Ward-Prowse shines on birthday",Calvert-Lewin scored a stoppage-time consolation goal for Everton but Newcastle survived to take a win.,"02 Nov, 2020 11:12am"
Newspaper,Sugar price moves up despite ‘fine’ imports,The government has not taken any action against wholesalers and retailers for pushing up the rates ahead of Rabi ul Awal.,"10 Nov, 2020 09:40am"
Pakistan,"Behind the new SAPM, a whole new plan",Amir Dogar has been brought in to fill a vacuum that officials now acknowledge privately has become the govt's weakness.,"15 Nov, 2020 11:46am"
Newspaper,Smith hits another ton as Australia seal ODI series,The Australians restricted India to 338-9 from their 50 overs with Virat Kohli falling on 89.,"30 Nov, 2020 11:31am"
Pakistan,SECP restrained from taking action against prosecutor,Prosecutor claims he is being politically victimized by the new SECP administration.,"08 Nov, 2020 10:21am"
Pakistan,No closure of educational institutions due to Covid,Ministers’ conference opposes long winter vacations; Shafqat seeks proposals from provinces regarding uniform academic calendar.,"06 Nov, 2020 09:08am"
World,"Lawmakers throw pig guts, punches on Taiwan parliament floor over pork import policy","New policy allows import of pork, with acceptable residues of ractopamine, from the US; decision has met with fierce opposition.","27 Nov, 2020 03:51pm"
Pakistan,Violence creates doubt about Afghan peace talks: PTM,"PTM chief calls upon major global powers, including the US, not to use Afghan soil for safeguarding their interests.","16 Nov, 2020 09:34am"
Newspaper,PCB invites Afghanistan on first official tour,"An Afghan national side toured Pakistan in May 2011, although they only played a second-string side.","25 Nov, 2020 10:19am"
Pakistan,"'Pakistani scenes': Asad Umar takes a dig at US election, Twitter reminds him of PTI dharna","""Pakistani scenes were definitely visible in American election,"" says Asad Umar in apparent reference to rigging claims by Trump.","08 Nov, 2020 11:47pm"
Pakistan,Buzdar ‘scolds minister for indiscipline’,"CM sounds a strong warning, telling his cabinet that he is ""aware of who was doing what and who is conspiring against whom"".","18 Nov, 2020 10:03am"
Pakistan,Strength training doesn't make you bulky and other myths debunked by female instructors,Spoiler alert: whoever said strength training is for boys is wrong.,"05 Nov, 2020 01:10pm"
World,'A legacy without limits': Maradona’s death resonates beyond soccer as tributes pour in,"Messi, Beckham, Ronaldo, Pakistani cricketers and Bollywood celebs remember the soccer great.","26 Nov, 2020 01:01pm"
Newspaper,"No reason Australia won’t be touring Pakistan in 2022, says Wasim Khan","“Our international cricket departments are working together on the schedule for February and March 2022,"" he says.","20 Nov, 2020 11:22am"
Pakistan,Dogar appointed SAPM on political affairs,The total number of the federal cabinet’s members has risen to 52.,"14 Nov, 2020 09:26am"
Newspaper,Curfew imposed in Italy as Europe tries to combat virus surge,"Italian premier says unity is the ""only way out of this dramatic period"".","05 Nov, 2020 11:53am"
Newspaper,"French Muslims, stigmatised by attacks, feel under pressure","Islam is the second religion in France, which has the largest Muslim population in Western Europe.","02 Nov, 2020 11:34am"
Pakistan,Two gunned down as groups clash over ‘mosque possession’,Case registered against the suspects at Sahja police station.,"30 Nov, 2020 10:58am"
Newspaper,Russian military helicopter shot down in Armenia,Azeri troops advance on Nagorno-Karabakh's main city.,"10 Nov, 2020 10:28am"
Newspaper,"Ogra slashes losses allowed to SNGPL, SSGC for regasified LNG","Ogra has also decided to conduct an audit of RLNG pricing, data provided by companies for the last 5 years.","12 Nov, 2020 09:26am"
Newspaper,Stocks add 231 points on mutual fund buying,"The KSE-100 index recouped 231 points (0.58 per cent) and closed at 39,863, after hitting the intra-day high of 389 points.","25 Nov, 2020 09:40am"
Newspaper,Stocks shed 199 points on profit-taking,Market was seized by the US elections with investors debating over the outcome.,"05 Nov, 2020 10:16am"
Pakistan,CCI approves project to tackle malnutrition among children,Half of the cost will be borne by the Centre while the remaining funds will be provided by the provinces for 5 years.,"12 Nov, 2020 10:06am"
World,Republican ranks divided over Trump's election fraud claims,"Trump's claim that the election was rigged and stolen is wrong and ""reckless"", says Republican Senator Mitt Romney.","07 Nov, 2020 12:36am"
Pakistan,NAB approves filing of final reference against Khursheed Shah,"Sources say the final reference contains details of more undiscovered assets, new names of frontment used by Shah.","13 Nov, 2020 10:39am"
Newspaper,Dollar rises on high demand,The dollar has appreciated against rupee in the last few sessions.,"24 Nov, 2020 09:25am"
World,"Birthday time: Biden turns 78, will be oldest US president","Out of the gate, US President-elect Joe Biden will be keen to demonstrate he’s got the vigour to serve.","20 Nov, 2020 03:40pm"
Newspaper,Thai protesters practise ‘coup prevention’,The country has for months been rocked by youth-led protests demanding a new constitution and reform of the untouchable monarchy.,"28 Nov, 2020 09:54am"
Pakistan,"My parents are very supportive of my career choices, reveals Mawra Hocane","""It was definitely very liberating to play Anaya because it was a very progressive script and a very progressive character.""","12 Nov, 2020 04:48pm"
Pakistan,Controversy over Khadim Rizvi’s successor,Pir Afzal Qadri has questioned the succession of “mentally unstable” Saad Hussain Rizvi to lead the party.,"26 Nov, 2020 10:26am"
Pakistan,Murad orders strict enforcement of SOPs to stop spread of coronavirus,Karachi’s detection rate reaches 7.45pc during the past five days.,"07 Nov, 2020 11:15am"
Pakistan,"‘Relief rally’: PSX mimics global markets, rebounds after yesterday’s plunge","Investors buying into decline expecting to book gains as stocks gain momentum, implying market oversold yesterday, says analyst.","03 Nov, 2020 11:45pm"
Newspaper,Advice: The power of words,It is so easy to speak or write something. All you have to do is curve your tongue around ...,"21 Nov, 2020 07:13am"
World,Australian special forces allegedly killed 39 unarmed Afghans: report,19 current and former soldiers to be referred for potential criminal prosecution for allegedly killing the Afghan locals.,"20 Nov, 2020 02:52am"
Newspaper,Stocks rebound 789 points on foreign buying,The index touched intra-day by 803 points with Rs119 billion added to the market capitalisation.,"06 Nov, 2020 10:11am"
Pakistan,Tiger Force assisting admin to curb profiteering in capital,Spokesperson says 700 volunteers are actively performing duties.,"02 Nov, 2020 11:30am"
Newspaper,NON-FICTION: RECLAIMING FEMINISM,"An important book takes on the issues of class, race and gender that mainstream white feminism has often ignored...","22 Nov, 2020 07:21am"
Pakistan,SC to decide head of Bahria funds body on Dec 2,AG Khalid Jawed Khan has requested the court to allow him to be represented by a nominee of his office in the commission.,"28 Nov, 2020 08:53am"
