Story Heading,Story Excerpt,Timestamp,Section
Newspaper,"Rain washes out final T20 International between NZ, West Indies",Only 2.2 overs were possible before heavy rain forced the players from the field at Bay Oval.,"01 Dec, 2020 11:32am"
Newspaper,"Warner in doubt for India Tests, Short called up for T20s",He limped out of Sunday’s ODI against India after straining his groin while fielding.,"01 Dec, 2020 11:40am"
Newspaper,Expensive hockey equipment big hurdle in game’s promotion: Tauqir Dar,Claims game of hockey in Pakistan is being destroyed by European nations.,"01 Dec, 2020 11:35am"
Pakistan,Four elders gunned down in North Waziristan attack,Incidents of targeted killing on rise in the area.,"01 Dec, 2020 11:29am"
Pakistan,CM launches five-day polio drive in KP,Over 6.4 million children below the age of five years will be vaccinated against poliovirus.,"01 Dec, 2020 11:28am"
Pakistan,KP govt extends public health emergency to cope with Covid situation,"It will enable health dept to ensure prompt procurement of PPEs, medicines.","01 Dec, 2020 11:27am"
Pakistan,Employees protest govt plan to convert Pims into teaching institute,Say protest will continue till MTI ordinance is withdrawn.,"01 Dec, 2020 10:48am"
Pakistan,AJK PP leader laid to rest,"Bilawal says ""late Matloob Inqilabi was a steadfast leader and an asset of the party.""","01 Dec, 2020 10:45am"
Pakistan,"Punjab EPA has cleared Ring Road project, says commissioner","Says 300,000 saplings will be planted along the ring road.","01 Dec, 2020 10:51am"
Pakistan,Sahiwal police trace eight murders in 11 months,"Police also claim to have smashed 32 criminal gangs and captured 2,076 absconders.","01 Dec, 2020 11:16am"
Pakistan,"Nisar meets Shehbaz, condoles mother’s death",It was Nisar's first meeting with any member of the Sharif family after ex-prime minister Nawaz Sharif was deposed in 2017.,"01 Dec, 2020 11:03am"
Pakistan,70 more areas of Punjab put under smart lockdown,"Spokesperson says 9,250 suspected cases of the virus were reported in Punjab during the last 24 hours.","01 Dec, 2020 10:57am"
Pakistan,SHC summons JPMC official to enquire about jail ward,Bench directs police to use all possible efforts for the recovery of 14 missing children.,"01 Dec, 2020 11:18am"
Pakistan,"Things are not good for PTI govt, says ex-PM Abbasi",Stresses the need for a truth and justice commission.,"01 Dec, 2020 11:21am"
Pakistan,"PA speaker Durrani, 18 others indicted in Rs1.6bn graft case",An ATC acquits five MQM leaders in two cases pertaining to facilitating and listening to Altaf Hussain’s speech.,"01 Dec, 2020 11:19am"
Pakistan,The forgotten children of Ratodero,"Over 1,000 kids have been tested positive for HIV in and near the small town.","01 Dec, 2020 12:33pm"
Pakistan,Senate deputy chairman firm on privilege motion against NAB officials,"Says if NAB chairman doesn’t appear before committee, warrants for his arrest will be issued.","01 Dec, 2020 09:26am"
Newspaper,MoU signed with China to enhance defence ties,"Minister of National Defence of China meets COAS, appreciates Pakistan Army's efforts for regional peace.","01 Dec, 2020 09:19am"
Newspaper,"Prices of some oil products increased, others’ unchanged",New LPG prices to remain in place for the month of December.,"01 Dec, 2020 09:23am"
Newspaper,Australia demands apology from China over fake image,Australian premier calls the tweet “outrageous and disgusting slur” against the Australian armed forces.,"01 Dec, 2020 09:31am"
Newspaper,Pakistan attends SCO meeting hosted by India,Parliamentary Secretary for Foreign Affairs Andleeb Abbas condemns terrorism in all its forms and manifestations.,"01 Dec, 2020 09:08am"
Pakistan,Former PM Zafarullah Jamali passes away at 76,The former premier was shifted to a hospital in Rawalpindi after suffering a heart attack a few days ago.,"03 Dec, 2020 05:34am"
World,"In a first, Twitter flags BJP leader's post as ‘manipulated media’",BJP's IT chief Amit Malviya used a cropped video to play down the force used by Indian police against protesting farmers.,"03 Dec, 2020 08:50am"
World,"Afghan govt, Taliban announce breakthrough deal to pursue peace talks","“This agreement demonstrates that the negotiating parties can agree on tough issues,” says Khalilzad.","02 Dec, 2020 08:05pm"
Pakistan,Behroze Sabzwari diagnosed with Covid-19,The actor is in the ICU at Ziauddin Hospital but is doing much better now after testing positive six days ago,"02 Dec, 2020 05:35pm"
World,China successfully lands spacecraft on moon to retrieve lunar rocks,The mission will attempt to collect 2kgs of samples in a previously unvisited area in a massive lava plain.,"02 Dec, 2020 05:30pm"
World,US prosecutors investigating potential White House 'bribery-for-pardon' scheme,"In the scheme, someone “would offer a substantial political contribution in exchange for a presidential pardon”: order.","02 Dec, 2020 04:48pm"
Pakistan,"IHC terms Nawaz proclaimed offender in appeals pertaining to Al Azizia, Avenfield references",Nawaz has failed to surrender himself before court despite proclamations issued by the bench; written order to be issued shortly.,"02 Dec, 2020 04:40pm"
World,No virtual ceremony for Oscars 2021 as Academy says 'in-person telecast' will happen,"Traditionally held at the 3,400-seater Dolby Theater in Los Angeles, the number of people who will be allowed to attend is unclear","02 Dec, 2020 03:58pm"
World,Trudeau's remarks on farmers' protest prompt rebuke from India,"Canadian PM had earlier this week said he was ""worried"" over the ongoing farmers' protest in India.","02 Dec, 2020 05:37pm"
Pakistan,Home1947 wins Best Short Doc at Montréal's South Asian Film Festival,The series explores the lives and stories of the millions displaced during partition,"02 Dec, 2020 02:53pm"
Sport,"Kohli becomes fastest player to score 12,000 runs in ODIs, leaves behind Tendulkar","Indian skipper achieved the feat in his 242nd innings, 59 innings quicker than Sachin Tendulkar.","02 Dec, 2020 06:07pm"
Pakistan,Hamza Ali Abbasi announces he is writing a book 'about God',"""Will be a little inactive on social media because of that,"" he shared.","02 Dec, 2020 02:30pm"
